Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Books,Canada,2625,07/02/23 0:00,ORDER02503,Bank Transfer,812,Yes,5,Next Day,21.00%,$832.8,"$1,060",7,4,$13.2,$5K
Books,Canada,9920,12/08/23 0:00,ORDER03969,Bank Transfer,106,Yes,5,Next Day,27.00%,$743.3,"$1,074",10,4,$27.8,$5K
Books,France,5479,12/11/23 0:00,ORDER01566,Bank Transfer,648,Yes,1,Next Day,8.00%,$210.8,$114,2,0,$41.8,$0K
Books,France,1950,03/04/23 0:00,ORDER05518,Bank Transfer,474,Yes,1,Next Day,35.00%,$879.0,$235,2,5,$37.5,$1K
Books,France,2643,3/28/2023 12:00:00 AM,ORDER03038,Bank Transfer,888,Yes,1,Next Day,23.00%,$282.0,$452,8,5,$44.6,$2K
Books,France,4149,11/20/2023 12:00:00 AM,ORDER08817,Bank Transfer,857,Yes,2,Next Day,26.00%,$633.7,$94,2,5,$13.7,$1K
Books,France,2464,11/28/2023 12:00:00 AM,ORDER04433,Bank Transfer,168,Yes,3,Next Day,15.00%,$189.6,$56,2,0,$24.3,$0K
Books,France,2075,11/14/2023 12:00:00 AM,ORDER05838,Bank Transfer,677,Yes,3,Next Day,22.00%,$605.0,$974,8,1,$8.4,$4K
Books,France,2512,12/15/2023 12:00:00 AM,ORDER03701,Bank Transfer,712,Yes,4,Next Day,25.00%,$704.5,$227,2,1,$37.8,$1K
Books,France,3613,3/14/2023 12:00:00 AM,ORDER02073,Bank Transfer,384,Yes,4,Next Day,24.00%,$783.5,$319,2,5,$22.7,$1K
Books,France,9671,12/04/23 0:00,ORDER01928,Bank Transfer,946,Yes,5,Next Day,15.00%,$605.7,$292,2,0,$32.3,$1K
Books,France,7012,7/25/2023 12:00:00 AM,ORDER02361,Bank Transfer,430,Yes,5,Next Day,25.00%,$270.0,$279,6,1,$3.3,$1K
Books,France,9774,02/04/23 0:00,ORDER02774,Bank Transfer,628,Yes,5,Next Day,17.00%,$107.3,$185,10,1,$27.1,$1K
Books,Germany,8410,3/22/2023 12:00:00 AM,ORDER02388,Bank Transfer,421,Yes,3,Next Day,21.00%,$573.5,$80,1,2,$48.9,$0K
Books,Germany,7373,10/16/2023 12:00:00 AM,ORDER08480,Bank Transfer,178,Yes,3,Next Day,35.00%,$728.3,$109,1,3,$6.0,$0K
Books,Germany,1940,06/08/23 0:00,ORDER09166,Bank Transfer,841,Yes,3,Next Day,15.00%,$935.7,$746,5,4,$42.6,$4K
Books,Germany,6148,06/09/23 0:00,ORDER07308,Bank Transfer,201,Yes,3,Next Day,21.00%,$888.2,$945,6,4,$14.1,$4K
Books,Germany,1067,5/24/2023 12:00:00 AM,ORDER03259,Bank Transfer,245,Yes,4,Next Day,16.00%,$591.0,$236,2,0,$47.2,$1K
Books,Germany,8998,1/25/2023 12:00:00 AM,ORDER08766,Bank Transfer,734,Yes,4,Next Day,35.00%,$123.2,$126,7,0,$10.2,$1K
Books,Germany,5859,10/15/2023 12:00:00 AM,ORDER02078,Bank Transfer,52,Yes,4,Next Day,27.00%,$64.0,$32,4,2,$27.5,$0K
Books,Germany,8862,9/26/2023 12:00:00 AM,ORDER07249,Bank Transfer,268,Yes,4,Next Day,37.00%,$597.5,$170,4,2,$18.5,$2K
Books,Germany,6273,06/05/23 0:00,ORDER02221,Bank Transfer,170,Yes,4,Next Day,13.00%,$540.8,$287,3,4,$37.1,$1K
Books,Germany,7487,7/20/2023 12:00:00 AM,ORDER01978,Bank Transfer,556,Yes,5,Next Day,36.00%,$340.3,$103,4,0,$38.0,$1K
Books,Germany,4800,5/18/2023 12:00:00 AM,ORDER03132,Bank Transfer,284,Yes,5,Next Day,20.00%,$540.3,$573,8,1,$3.1,$3K
Books,Germany,1273,12/28/2023 12:00:00 AM,ORDER02832,Bank Transfer,156,Yes,5,Next Day,11.00%,$292.6,$473,7,3,$40.3,$2K
Books,UK,5561,4/19/2023 12:00:00 AM,ORDER06501,Bank Transfer,579,Yes,1,Next Day,12.00%,$840.6,$190,2,2,$23.8,$1K
Books,UK,2327,11/24/2023 12:00:00 AM,ORDER09723,Bank Transfer,79,Yes,1,Next Day,13.00%,$603.2,$709,5,5,$14.3,$3K
Books,UK,7979,07/10/23 0:00,ORDER04962,Bank Transfer,468,Yes,2,Next Day,27.00%,$765.8,$291,3,2,$41.2,$2K
Books,UK,1445,06/05/23 0:00,ORDER06236,Bank Transfer,949,Yes,2,Next Day,40.00%,$648.8,$623,7,3,$42.4,$3K
Books,UK,9434,9/26/2023 12:00:00 AM,ORDER04971,Bank Transfer,906,Yes,2,Next Day,5.00%,$44.9,$37,5,4,$27.0,$0K
Books,UK,7873,08/01/23 0:00,ORDER06346,Bank Transfer,763,Yes,4,Next Day,38.00%,$98.6,$143,8,0,$33.4,$0K
Books,UK,7404,04/09/23 0:00,ORDER07004,Bank Transfer,502,Yes,4,Next Day,17.00%,$794.3,"$1,095",7,1,$23.5,$5K
Books,UK,3858,11/18/2023 12:00:00 AM,ORDER04546,Bank Transfer,551,Yes,4,Next Day,38.00%,$274.1,$87,2,4,$46.9,$0K
Books,UK,8613,4/17/2023 12:00:00 AM,ORDER05346,Bank Transfer,301,Yes,5,Next Day,31.00%,$118.4,$27,3,4,$2.4,$0K
Books,UK,1596,11/18/2023 12:00:00 AM,ORDER07528,Bank Transfer,806,Yes,5,Next Day,12.00%,$362.3,$532,6,4,$4.3,$2K
Books,USA,1190,06/04/23 0:00,ORDER06349,Bank Transfer,640,Yes,1,Next Day,16.00%,$868.8,"$1,205",8,0,$42.3,$6K
Books,USA,4766,11/28/2023 12:00:00 AM,ORDER09196,Bank Transfer,716,Yes,1,Next Day,29.00%,$556.9,$99,1,2,$12.8,$0K
Books,USA,9616,11/17/2023 12:00:00 AM,ORDER07538,Bank Transfer,384,Yes,1,Next Day,27.00%,$347.3,$544,8,2,$7.9,$2K
Books,USA,2528,12/10/23 0:00,ORDER03680,Bank Transfer,558,Yes,1,Next Day,17.00%,$191.1,$211,5,3,$19.0,$1K
Books,USA,6404,04/06/23 0:00,ORDER09319,Bank Transfer,394,Yes,1,Next Day,32.00%,$340.8,$356,7,3,$33.8,$2K
Books,USA,3484,05/08/23 0:00,ORDER07251,Bank Transfer,864,Yes,2,Next Day,39.00%,$540.3,$371,6,3,$37.1,$2K
Books,USA,6712,9/17/2023 12:00:00 AM,ORDER04431,Bank Transfer,957,Yes,2,Next Day,18.00%,$411.7,$321,4,4,$33.0,$1K
Books,USA,5471,4/22/2023 12:00:00 AM,ORDER09409,Bank Transfer,902,Yes,2,Next Day,20.00%,$611.3,$445,6,4,$12.8,$3K
Books,USA,7851,6/16/2023 12:00:00 AM,ORDER04659,Bank Transfer,677,Yes,4,Next Day,28.00%,$350.6,$736,10,3,$13.7,$3K
Books,USA,7906,11/01/23 0:00,ORDER02403,Bank Transfer,296,Yes,5,Next Day,18.00%,$693.9,$610,5,0,$23.6,$3K
Books,USA,8949,3/21/2023 12:00:00 AM,ORDER04351,Bank Transfer,191,Yes,5,Next Day,22.00%,$45.1,$15,2,2,$36.8,$0K
Books,USA,7127,3/17/2023 12:00:00 AM,ORDER08280,Bank Transfer,417,Yes,5,Next Day,20.00%,$601.9,"$1,207",10,4,$13.9,$5K
Clothing,Canada,4480,2/21/2023 12:00:00 AM,ORDER07684,Bank Transfer,155,Yes,1,Next Day,11.00%,$579.9,$456,7,3,$24.2,$4K
Clothing,Canada,7923,04/02/23 0:00,ORDER08813,Bank Transfer,477,Yes,1,Next Day,27.00%,$386.6,$395,8,3,$41.1,$2K
Clothing,Canada,2551,3/28/2023 12:00:00 AM,ORDER05268,Bank Transfer,630,Yes,1,Next Day,8.00%,$468.3,$681,6,4,$7.2,$3K
Clothing,Canada,4726,5/21/2023 12:00:00 AM,ORDER05966,Bank Transfer,835,Yes,2,Next Day,26.00%,$412.8,$362,6,1,$7.4,$2K
Clothing,Canada,7471,10/17/2023 12:00:00 AM,ORDER04141,Bank Transfer,304,Yes,2,Next Day,36.00%,$687.2,$777,10,3,$10.1,$4K
Clothing,Canada,5427,01/04/23 0:00,ORDER09657,Bank Transfer,624,Yes,2,Next Day,25.00%,$441.7,$312,4,5,$19.2,$1K
Clothing,Canada,9558,01/12/23 0:00,ORDER04696,Bank Transfer,258,Yes,3,Next Day,11.00%,$764.1,$706,4,3,$48.8,$3K
Clothing,Canada,4920,4/25/2023 12:00:00 AM,ORDER03466,Bank Transfer,673,Yes,3,Next Day,22.00%,$840.0,$920,5,3,$16.8,$3K
Clothing,Canada,9479,10/02/23 0:00,ORDER05375,Bank Transfer,4,Yes,4,Next Day,7.00%,$78.1,$15,2,1,$23.7,$0K
Clothing,Canada,7714,07/10/23 0:00,ORDER01084,Bank Transfer,1000,Yes,4,Next Day,15.00%,$562.0,$381,4,3,$25.0,$2K
Clothing,Canada,7805,6/22/2023 12:00:00 AM,ORDER09130,Bank Transfer,793,Yes,4,Next Day,7.00%,$582.4,$416,3,5,$26.9,$2K
Clothing,Canada,1674,04/06/23 0:00,ORDER07618,Bank Transfer,872,Yes,4,Next Day,22.00%,$24.8,$48,9,5,$25.4,$0K
Clothing,France,6196,09/12/23 0:00,ORDER09609,Bank Transfer,682,Yes,1,Next Day,23.00%,$165.1,$152,7,2,$31.6,$1K
Clothing,France,8542,08/04/23 0:00,ORDER06630,Bank Transfer,307,Yes,1,Next Day,31.00%,$528.8,$808,10,3,$30.7,$4K
Clothing,France,4414,3/27/2023 12:00:00 AM,ORDER02591,Bank Transfer,372,Yes,1,Next Day,9.00%,$904.1,$556,3,5,$14.4,$2K
Clothing,France,5554,4/13/2023 12:00:00 AM,ORDER09658,Bank Transfer,616,Yes,2,Next Day,10.00%,$55.9,$108,8,1,$24.1,$0K
Clothing,France,4788,1/17/2023 12:00:00 AM,ORDER05981,Bank Transfer,494,Yes,2,Next Day,9.00%,$469.4,$248,4,2,$46.6,$2K
Clothing,France,7486,01/08/23 0:00,ORDER07292,Bank Transfer,470,Yes,2,Next Day,8.00%,$830.6,$931,5,2,$35.4,$4K
Clothing,France,8150,2/24/2023 12:00:00 AM,ORDER08152,Bank Transfer,430,Yes,2,Next Day,37.00%,$337.8,$254,6,5,$39.0,$1K
Clothing,France,6781,02/10/23 0:00,ORDER01923,Bank Transfer,840,Yes,3,Next Day,5.00%,$883.8,$108,1,3,$7.8,$1K
Clothing,France,8466,7/27/2023 12:00:00 AM,ORDER01877,Bank Transfer,302,Yes,3,Next Day,28.00%,$849.6,$129,1,3,$22.6,$1K
Clothing,France,7040,10/24/2023 12:00:00 AM,ORDER01693,Bank Transfer,887,Yes,3,Next Day,13.00%,$950.3,"$1,325",6,3,$40.5,$5K
Clothing,France,2065,01/06/23 0:00,ORDER01109,Bank Transfer,644,Yes,4,Next Day,29.00%,$66.9,$51,4,1,$2.1,$0K
Clothing,France,9748,9/26/2023 12:00:00 AM,ORDER07256,Bank Transfer,92,Yes,4,Next Day,22.00%,$786.1,$367,2,3,$5.8,$1K
Clothing,France,1210,06/06/23 0:00,ORDER04021,Bank Transfer,858,Yes,5,Next Day,34.00%,$591.3,$187,2,4,$15.9,$1K
Clothing,Germany,6684,12/12/23 0:00,ORDER06369,Bank Transfer,158,Yes,1,Next Day,7.00%,$966.1,"$1,544",8,1,$26.6,$7K
Clothing,Germany,2679,11/26/2023 12:00:00 AM,ORDER09816,Bank Transfer,415,Yes,1,Next Day,13.00%,$900.4,$959,8,3,$32.5,$6K
Clothing,Germany,3098,10/28/2023 12:00:00 AM,ORDER04221,Bank Transfer,678,Yes,3,Next Day,20.00%,$911.9,$349,4,3,$44.2,$3K
Clothing,Germany,2642,10/26/2023 12:00:00 AM,ORDER04011,Bank Transfer,815,Yes,3,Next Day,18.00%,$836.8,$316,2,4,$2.8,$1K
Clothing,Germany,9121,6/17/2023 12:00:00 AM,ORDER07785,Bank Transfer,547,Yes,3,Next Day,38.00%,$177.7,$137,6,5,$4.7,$1K
Clothing,Germany,1127,08/07/23 0:00,ORDER08761,Bank Transfer,880,Yes,4,Next Day,16.00%,$400.0,$83,1,3,$36.7,$0K
Clothing,Germany,1896,3/21/2023 12:00:00 AM,ORDER05380,Bank Transfer,355,Yes,4,Next Day,39.00%,$911.9,$330,5,3,$35.3,$3K
Clothing,Germany,9246,12/25/2023 12:00:00 AM,ORDER02141,Bank Transfer,191,Yes,4,Next Day,22.00%,$307.0,$539,9,4,$24.8,$2K
Clothing,Germany,7873,11/27/2023 12:00:00 AM,ORDER04620,Bank Transfer,320,Yes,5,Next Day,17.00%,$424.8,$172,2,0,$25.1,$1K
Clothing,Germany,5019,4/18/2023 12:00:00 AM,ORDER09574,Bank Transfer,653,Yes,5,Next Day,29.00%,$948.3,$82,1,1,$39.6,$1K
Clothing,UK,9236,10/19/2023 12:00:00 AM,ORDER09479,Bank Transfer,930,Yes,1,Next Day,34.00%,$469.9,$223,7,0,$13.9,$2K
Clothing,UK,3439,06/10/23 0:00,ORDER08807,Bank Transfer,882,Yes,1,Next Day,20.00%,$509.8,$608,9,3,$20.0,$4K
Clothing,UK,8647,12/17/2023 12:00:00 AM,ORDER09440,Bank Transfer,436,Yes,2,Next Day,23.00%,$498.7,$488,8,1,$10.8,$3K
Clothing,UK,1190,8/26/2023 12:00:00 AM,ORDER06846,Bank Transfer,458,Yes,2,Next Day,35.00%,$582.6,$834,10,1,$8.8,$4K
Clothing,UK,3768,9/16/2023 12:00:00 AM,ORDER03308,Bank Transfer,585,Yes,2,Next Day,8.00%,$606.3,$963,7,2,$43.0,$4K
Clothing,UK,5001,03/09/23 0:00,ORDER07711,Bank Transfer,804,Yes,2,Next Day,17.00%,$257.2,$196,5,5,$5.3,$1K
Clothing,UK,3059,1/21/2023 12:00:00 AM,ORDER08472,Bank Transfer,958,Yes,3,Next Day,21.00%,$127.2,$222,10,4,$18.7,$1K
Clothing,UK,5926,2/24/2023 12:00:00 AM,ORDER09358,Bank Transfer,982,Yes,4,Next Day,33.00%,$666.6,"$1,064",10,1,$9.9,$4K
Clothing,UK,9299,3/19/2023 12:00:00 AM,ORDER01862,Bank Transfer,612,Yes,4,Next Day,23.00%,$568.6,$140,2,2,$39.7,$1K
Clothing,UK,4728,07/05/23 0:00,ORDER03450,Bank Transfer,78,Yes,4,Next Day,37.00%,$827.7,$603,4,2,$20.4,$2K
Clothing,UK,9548,12/12/23 0:00,ORDER06037,Bank Transfer,469,Yes,4,Next Day,30.00%,$640.8,$526,7,2,$19.6,$3K
Clothing,UK,4940,04/03/23 0:00,ORDER08872,Bank Transfer,308,Yes,4,Next Day,14.00%,$313.7,$504,7,5,$5.6,$2K
Clothing,UK,9299,11/08/23 0:00,ORDER09147,Bank Transfer,458,Yes,4,Next Day,17.00%,$744.3,$752,9,5,$28.4,$6K
Clothing,UK,1716,4/18/2023 12:00:00 AM,ORDER06325,Bank Transfer,578,Yes,5,Next Day,32.00%,$885.5,$303,2,4,$4.7,$1K
Clothing,UK,5304,09/09/23 0:00,ORDER06072,Bank Transfer,946,Yes,5,Next Day,6.00%,$438.6,$519,7,5,$36.9,$3K
Clothing,UK,4265,11/06/23 0:00,ORDER07849,Bank Transfer,602,Yes,5,Next Day,33.00%,$389.8,$463,7,5,$17.8,$2K
Clothing,USA,6766,10/05/23 0:00,ORDER09620,Bank Transfer,966,Yes,1,Next Day,11.00%,$657.8,$847,7,2,$47.8,$4K
Clothing,USA,8769,7/28/2023 12:00:00 AM,ORDER02521,Bank Transfer,368,Yes,2,Next Day,12.00%,$62.0,$11,1,3,$31.3,$0K
Clothing,USA,1211,09/04/23 0:00,ORDER01879,Bank Transfer,337,Yes,2,Next Day,8.00%,$585.6,$442,5,4,$31.6,$3K
Clothing,USA,3443,9/15/2023 12:00:00 AM,ORDER05483,Bank Transfer,787,Yes,2,Next Day,26.00%,$696.3,"$1,537",10,5,$6.0,$5K
Clothing,USA,2887,10/07/23 0:00,ORDER02439,Bank Transfer,345,Yes,3,Next Day,10.00%,$77.5,$74,7,2,$3.0,$0K
Clothing,USA,4508,3/14/2023 12:00:00 AM,ORDER09729,Bank Transfer,669,Yes,3,Next Day,15.00%,$417.4,$61,1,4,$31.4,$0K
Clothing,USA,7254,03/06/23 0:00,ORDER02881,Bank Transfer,796,Yes,3,Next Day,14.00%,$748.4,$678,6,4,$2.7,$4K
Clothing,USA,6215,5/25/2023 12:00:00 AM,ORDER02269,Bank Transfer,663,Yes,4,Next Day,34.00%,$700.5,$276,4,0,$14.6,$2K
Clothing,USA,6090,05/09/23 0:00,ORDER02345,Bank Transfer,708,Yes,5,Next Day,32.00%,$724.7,$120,1,1,$33.8,$0K
Clothing,USA,8912,6/27/2023 12:00:00 AM,ORDER05003,Bank Transfer,885,Yes,5,Next Day,37.00%,$987.0,$198,2,2,$16.7,$1K
Clothing,USA,6848,11/19/2023 12:00:00 AM,ORDER06180,Bank Transfer,221,Yes,5,Next Day,23.00%,$315.2,$103,3,2,$19.6,$1K
Clothing,USA,4250,3/13/2023 12:00:00 AM,ORDER09705,Bank Transfer,700,Yes,5,Next Day,36.00%,$551.3,$409,6,2,$34.1,$2K
Clothing,USA,6359,11/22/2023 12:00:00 AM,ORDER06750,Bank Transfer,596,Yes,5,Next Day,5.00%,$698.3,$398,3,3,$46.1,$2K
Clothing,USA,8255,9/25/2023 12:00:00 AM,ORDER08013,Bank Transfer,632,Yes,5,Next Day,31.00%,$585.0,$388,5,3,$37.8,$2K
Clothing,USA,7796,12/01/23 0:00,ORDER08760,Bank Transfer,756,Yes,5,Next Day,12.00%,$826.5,$360,2,5,$6.6,$1K
Electronics,Canada,6771,08/05/23 0:00,ORDER04366,Bank Transfer,767,Yes,1,Next Day,35.00%,$733.9,$523,6,0,$39.3,$3K
Electronics,Canada,9223,05/06/23 0:00,ORDER06279,Bank Transfer,958,Yes,1,Next Day,23.00%,$58.2,$82,7,1,$4.0,$0K
Electronics,Canada,3957,9/15/2023 12:00:00 AM,ORDER08914,Bank Transfer,626,Yes,1,Next Day,28.00%,$887.1,$345,4,2,$4.5,$3K
Electronics,Canada,5091,6/27/2023 12:00:00 AM,ORDER04915,Bank Transfer,261,Yes,1,Next Day,30.00%,$528.7,$148,3,3,$30.6,$1K
Electronics,Canada,2449,11/14/2023 12:00:00 AM,ORDER08832,Bank Transfer,518,Yes,1,Next Day,6.00%,$31.8,$31,8,3,$13.1,$0K
Electronics,Canada,4463,1/27/2023 12:00:00 AM,ORDER07463,Bank Transfer,66,Yes,2,Next Day,13.00%,$331.2,$596,7,1,$19.1,$2K
Electronics,Canada,3030,10/21/2023 12:00:00 AM,ORDER05673,Bank Transfer,741,Yes,2,Next Day,18.00%,$439.0,$548,7,2,$34.2,$3K
Electronics,Canada,8361,4/24/2023 12:00:00 AM,ORDER01605,Bank Transfer,591,Yes,2,Next Day,31.00%,$93.7,$38,3,3,$31.3,$0K
Electronics,Canada,4657,6/17/2023 12:00:00 AM,ORDER07974,Bank Transfer,147,Yes,2,Next Day,39.00%,$537.4,$548,8,3,$49.7,$3K
Electronics,Canada,6491,12/16/2023 12:00:00 AM,ORDER02382,Bank Transfer,35,Yes,2,Next Day,17.00%,$567.0,$903,7,5,$2.4,$3K
Electronics,Canada,9284,1/24/2023 12:00:00 AM,ORDER02104,Bank Transfer,948,Yes,3,Next Day,17.00%,$609.9,$633,5,1,$42.1,$3K
Electronics,Canada,8536,08/08/23 0:00,ORDER09156,Bank Transfer,899,Yes,3,Next Day,33.00%,$852.6,$757,5,1,$11.8,$3K
Electronics,Canada,3694,10/11/23 0:00,ORDER03840,Bank Transfer,815,Yes,3,Next Day,23.00%,$718.8,$256,2,3,$36.5,$1K
Electronics,Canada,8498,01/01/23 0:00,ORDER04886,Bank Transfer,204,Yes,4,Next Day,35.00%,$510.5,$159,3,0,$14.9,$1K
Electronics,Canada,7382,5/22/2023 12:00:00 AM,ORDER06494,Bank Transfer,62,Yes,4,Next Day,18.00%,$399.4,$480,7,0,$28.8,$2K
Electronics,Canada,1137,11/24/2023 12:00:00 AM,ORDER01081,Bank Transfer,833,Yes,4,Next Day,10.00%,$921.9,"$1,121",10,2,$45.6,$8K
Electronics,Canada,3848,10/16/2023 12:00:00 AM,ORDER01215,Bank Transfer,678,Yes,4,Next Day,25.00%,$445.6,$733,10,3,$18.7,$3K
Electronics,Canada,9731,01/04/23 0:00,ORDER05640,Bank Transfer,202,Yes,4,Next Day,34.00%,$836.0,"$1,066",7,5,$38.1,$4K
Electronics,Canada,8188,10/09/23 0:00,ORDER04049,Bank Transfer,260,Yes,5,Next Day,29.00%,$623.9,$992,9,0,$42.2,$4K
Electronics,Canada,8662,9/16/2023 12:00:00 AM,ORDER01781,Bank Transfer,553,Yes,5,Next Day,37.00%,$366.9,$534,10,2,$12.9,$2K
Electronics,Canada,5058,11/05/23 0:00,ORDER05164,Bank Transfer,119,Yes,5,Next Day,13.00%,$139.4,$100,6,5,$37.1,$1K
Electronics,France,5234,03/08/23 0:00,ORDER07265,Bank Transfer,462,Yes,1,Next Day,33.00%,$356.2,$182,4,2,$35.6,$1K
Electronics,France,4701,2/13/2023 12:00:00 AM,ORDER08337,Bank Transfer,942,Yes,1,Next Day,37.00%,$411.2,$476,7,5,$38.7,$2K
Electronics,France,9711,5/21/2023 12:00:00 AM,ORDER06844,Bank Transfer,359,Yes,2,Next Day,21.00%,$451.1,"$1,053",10,3,$22.4,$4K
Electronics,France,9869,1/25/2023 12:00:00 AM,ORDER08429,Bank Transfer,261,Yes,2,Next Day,5.00%,$378.0,$347,5,4,$41.0,$2K
Electronics,France,4558,03/04/23 0:00,ORDER06547,Bank Transfer,118,Yes,3,Next Day,23.00%,$586.8,$298,4,1,$48.5,$2K
Electronics,France,9943,3/21/2023 12:00:00 AM,ORDER04193,Bank Transfer,459,Yes,4,Next Day,21.00%,$749.9,$114,1,0,$37.1,$1K
Electronics,France,1966,10/10/23 0:00,ORDER03347,Bank Transfer,319,Yes,4,Next Day,21.00%,$915.8,"$1,116",7,2,$41.6,$5K
Electronics,France,8859,8/24/2023 12:00:00 AM,ORDER05239,Bank Transfer,449,Yes,4,Next Day,38.00%,$793.2,"$1,119",8,5,$5.1,$4K
Electronics,France,6638,1/16/2023 12:00:00 AM,ORDER05717,Bank Transfer,607,Yes,5,Next Day,35.00%,$523.0,$209,5,3,$21.5,$2K
Electronics,France,2879,07/12/23 0:00,ORDER05427,Bank Transfer,681,Yes,5,Next Day,17.00%,$591.1,$600,5,4,$10.7,$2K
Electronics,Germany,4226,2/28/2023 12:00:00 AM,ORDER04258,Bank Transfer,146,Yes,1,Next Day,10.00%,$286.6,$374,6,3,$22.1,$2K
Electronics,Germany,4954,12/07/23 0:00,ORDER04730,Bank Transfer,423,Yes,1,Next Day,28.00%,$297.7,$242,6,4,$32.2,$1K
Electronics,Germany,9302,7/26/2023 12:00:00 AM,ORDER05135,Bank Transfer,734,Yes,1,Next Day,13.00%,$559.7,"$1,068",8,4,$24.0,$4K
Electronics,Germany,8085,05/04/23 0:00,ORDER08821,Bank Transfer,942,Yes,1,Next Day,17.00%,$768.0,$603,8,4,$40.5,$5K
Electronics,Germany,1263,5/22/2023 12:00:00 AM,ORDER07190,Bank Transfer,103,Yes,1,Next Day,7.00%,$499.9,$411,7,5,$30.3,$3K
Electronics,Germany,7700,1/13/2023 12:00:00 AM,ORDER03282,Bank Transfer,135,Yes,2,Next Day,7.00%,$812.9,$624,8,0,$22.7,$6K
Electronics,Germany,5697,4/25/2023 12:00:00 AM,ORDER03895,Bank Transfer,634,Yes,2,Next Day,10.00%,$742.5,"$1,509",8,4,$19.5,$5K
Electronics,Germany,9790,08/06/23 0:00,ORDER09748,Bank Transfer,404,Yes,3,Next Day,14.00%,$326.4,$789,10,4,$14.7,$3K
Electronics,Germany,7545,2/25/2023 12:00:00 AM,ORDER05591,Bank Transfer,495,Yes,4,Next Day,15.00%,$29.9,$40,6,1,$40.0,$0K
Electronics,Germany,8894,07/01/23 0:00,ORDER07278,Bank Transfer,298,Yes,4,Next Day,37.00%,$953.2,$346,2,3,$12.4,$1K
Electronics,Germany,7994,05/08/23 0:00,ORDER09655,Bank Transfer,306,Yes,4,Next Day,31.00%,$336.4,$213,6,3,$41.7,$1K
Electronics,Germany,5351,7/22/2023 12:00:00 AM,ORDER08352,Bank Transfer,4,Yes,4,Next Day,19.00%,$223.5,$475,9,4,$11.0,$2K
Electronics,Germany,5641,08/03/23 0:00,ORDER04614,Bank Transfer,648,Yes,4,Next Day,10.00%,$276.8,$138,2,5,$16.1,$0K
Electronics,Germany,2582,12/13/2023 12:00:00 AM,ORDER02198,Bank Transfer,114,Yes,5,Next Day,8.00%,$499.1,$258,4,0,$2.4,$2K
Electronics,UK,5352,2/21/2023 12:00:00 AM,ORDER04679,Bank Transfer,74,Yes,1,Next Day,16.00%,$843.7,$621,3,1,$40.7,$2K
Electronics,UK,1726,01/06/23 0:00,ORDER06581,Bank Transfer,396,Yes,1,Next Day,13.00%,$540.9,$236,2,2,$37.0,$1K
Electronics,UK,1446,12/11/23 0:00,ORDER02917,Bank Transfer,586,Yes,1,Next Day,18.00%,$249.2,$101,3,5,$30.8,$1K
Electronics,UK,6864,4/23/2023 12:00:00 AM,ORDER01378,Bank Transfer,615,Yes,2,Next Day,20.00%,$191.5,$49,3,0,$23.0,$0K
Electronics,UK,9520,03/04/23 0:00,ORDER01757,Bank Transfer,555,Yes,2,Next Day,12.00%,$508.1,$799,7,0,$28.9,$3K
Electronics,UK,9737,10/27/2023 12:00:00 AM,ORDER04398,Bank Transfer,661,Yes,2,Next Day,27.00%,$652.2,$543,8,0,$11.9,$4K
Electronics,UK,2294,12/09/23 0:00,ORDER04923,Bank Transfer,920,Yes,2,Next Day,25.00%,$482.7,$423,8,1,$7.8,$3K
Electronics,UK,9894,9/20/2023 12:00:00 AM,ORDER02938,Bank Transfer,6,Yes,2,Next Day,20.00%,$696.1,$705,6,4,$24.8,$3K
Electronics,UK,5086,10/16/2023 12:00:00 AM,ORDER02572,Bank Transfer,843,Yes,2,Next Day,31.00%,$765.9,$404,7,4,$40.4,$4K
Electronics,UK,4690,11/22/2023 12:00:00 AM,ORDER06318,Bank Transfer,409,Yes,3,Next Day,14.00%,$650.8,$113,1,1,$16.7,$1K
Electronics,UK,1399,10/04/23 0:00,ORDER05579,Bank Transfer,217,Yes,3,Next Day,9.00%,$479.8,$182,2,4,$37.4,$1K
Electronics,UK,4189,7/14/2023 12:00:00 AM,ORDER04130,Bank Transfer,562,Yes,4,Next Day,30.00%,$238.4,$198,9,0,$15.0,$2K
Electronics,UK,3048,1/23/2023 12:00:00 AM,ORDER05161,Bank Transfer,383,Yes,4,Next Day,30.00%,$407.3,$486,8,2,$11.6,$2K
Electronics,UK,8506,8/21/2023 12:00:00 AM,ORDER09766,Bank Transfer,641,Yes,4,Next Day,27.00%,$958.6,$702,4,4,$6.0,$3K
Electronics,UK,5587,02/01/23 0:00,ORDER09271,Bank Transfer,484,Yes,4,Next Day,20.00%,$472.6,"$1,047",10,5,$19.5,$4K
Electronics,USA,6826,07/04/23 0:00,ORDER04176,Bank Transfer,139,Yes,1,Next Day,38.00%,$674.7,$372,6,2,$27.4,$3K
Electronics,USA,4929,06/05/23 0:00,ORDER03350,Bank Transfer,444,Yes,1,Next Day,9.00%,$900.2,$486,5,4,$27.0,$4K
Electronics,USA,7253,5/16/2023 12:00:00 AM,ORDER03402,Bank Transfer,535,Yes,2,Next Day,33.00%,$388.2,$185,7,0,$18.4,$2K
Electronics,USA,9279,6/27/2023 12:00:00 AM,ORDER07644,Bank Transfer,597,Yes,2,Next Day,36.00%,$942.6,"$1,043",9,4,$18.2,$5K
